0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
51405222@N00,2006,6,21,0.2857142857142857,2008,9.0,23.0,0.39130434782608703,adam,2.0,3.0,0.6666666666666666,augustine,6.0,11.0,0.5454545454545454,boom,1.0,2.0,0.5,cannon,8.0,13.0,0.6153846153846154,castillo,3.0,26.0,0.1153846153846154,castillodesanmarco,15.0,18.0,0.8333333333333334,christina,6.0,2.0,3.0,daniel,2.0,4.0,0.5,de,3.0,134.0,0.022388059701492536,eye,1.0,20.0,0.05,firing,3.0,2.0,1.5,florida,15.0,25.0,0.6,jeff,3.0,2.0,1.5,john,10.0,16.0,0.625,kerri,2.0,1.0,2.0,marco,3.0,21.0,0.14285714285714285,san,3.0,62.0,0.04838709677419355,selina,3.0,1.0,3.0,shoot,1.0,8.0,0.125,st,6.0,35.0,0.17142857142857146,staugustine,15.0,15.0,1.0,stephen,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51443411@N00,antonigaudí,15,3,5.0,b3,15.0,1.0,15.0,barcelona,30.0,20.0,1.5,batlló,30.0,9.0,3.333333333333333,bcn,15.0,1.0,15.0,c3,15.0,7.0,2.142857142857143,casa,30.0,47.0,0.6382978723404256,casabatlló,15.0,10.0,1.5,casadelsosso,15.0,3.0,5.0,href,15.0,119.0,0.12605042016806722,http:en.wikipedia.orgwikicasa_batll,15.0,1.0,15.0,josepmariajujol,15.0,1.0,15.0,passeigdegràcia,15.0,3.0,5.0,photo,15.0,68.0,0.22058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51717175@N00,alte,30,23,1.3043478260869563,berlin,30.0,65.0,0.4615384615384616,museum,30.0,67.0,0.4477611940298508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51834351@N00,attempt,15,5,3.0,berlin,15.0,65.0,0.2307692307692308,bit.ly154yhz,15.0,1.0,15.0,boingboing,15.0,1.0,15.0,brandeburg,1.0,1.0,1.0,brandenburg,29.0,23.0,1.2608695652173914,brandenburger,14.0,8.0,1.75,censorship,30.0,1.0,30.0,claudiaroth,2.0,1.0,2.0,diegrünen,1.0,1.0,1.0,franziskaheine,3.0,1.0,3.0,gate,30.0,38.0,0.7894736842105263,gemany,1.0,1.0,1.0,germany,15.0,56.0,0.26785714285714285,gesetz,14.0,1.0,14.0,grüne,2.0,1.0,2.0,href,15.0,119.0,0.12605042016806722,http:bit.ly154yhz,15.0,1.0,15.0,infrastructure,15.0,1.0,15.0,install,15.0,2.0,7.5,internet,15.0,3.0,5.0,juliaseeliger,1.0,1.0,1.0,moeffju,5.0,1.0,5.0,netzsperren,14.0,1.0,14.0,nofollow,15.0,83.0,0.18072289156626506,plomlompom,1.0,1.0,1.0,protest,30.0,9.0,3.333333333333333,provider,1.0,1.0,1.0,raw,14.0,7.0,2.0,rel,15.0,83.0,0.18072289156626506,sperrwache,30.0,1.0,30.0,tor,15.0,9.0,1.6666666666666667,vonderleyen,15.0,1.0,15.0,wetterfrosch,1.0,1.0,1.0,zensur,15.0,1.0,15.0,zensursula,30.0,1.0,30.0,,,,,,,,,,,,,,,,
51884432@N02,ballcourt,2,1,2.0,chichén,30.0,7.0,4.285714285714286,chichénitzá,15.0,5.0,3.0,itzá,30.0,7.0,4.285714285714286,maya,30.0,10.0,3.0,mayasite,15.0,1.0,15.0,mexico,15.0,31.0,0.4838709677419355,site,15.0,47.0,0.3191489361702128,yucatan,15.0,11.0,1.3636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52293377@N03,2010,45,26,1.7307692307692308,arc,30.0,22.0,1.3636363636363635,arcdetriomphe,15.0,17.0,0.8823529411764706,architecture,15.0,70.0,0.21428571428571427,berlin,15.0,65.0,0.2307692307692308,brandenburg,15.0,23.0,0.6521739130434783,brandenburggate,15.0,16.0,0.9375,close,1.0,27.0,0.037037037037037035,colosseum,31.0,20.0,1.55,de,30.0,134.0,0.22388059701492535,decoration,1.0,10.0,0.1,dmcg10,45.0,1.0,45.0,europe,45.0,43.0,1.0465116279069768,flupr:authoryortw,6.0,1.0,6.0,france,15.0,60.0,0.25,gate,15.0,38.0,0.3947368421052632,germany,15.0,56.0,0.26785714285714285,grafitied,1.0,1.0,1.0,inner,2.0,11.0,0.18181818181818185,italy,15.0,31.0,0.4838709677419355,lumix,45.0,4.0,11.25,microfourthird,30.0,1.0,30.0,microfourthirdsmicro43,30.0,1.0,30.0,panasonic,45.0,2.0,22.5,pari,15.0,49.0,0.30612244897959184,rome,30.0,40.0,0.75,statue,10.0,86.0,0.11627906976744184,triomphe,30.0,21.0,1.4285714285714286,wall,1.0,45.0,0.022222222222222227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52889629@N04,amien,30,20,1.5,cathedral,30.0,85.0,0.35294117647058826,d90,15.0,3.0,5.0,nikon,15.0,21.0,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52947023@N00,castillo,15,26,0.5769230769230769,castillodesanmarco,15.0,18.0,0.8333333333333334,de,15.0,134.0,0.11194029850746268,florida,15.0,25.0,0.6,marco,15.0,21.0,0.7142857142857143,san,15.0,62.0,0.2419354838709677,staugustine,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53074617@N00,0.2,3,1,3.0,0.2m,3.0,1.0,3.0,0.95m,6.0,1.0,6.0,1,10.0,53.0,0.18867924528301888,"1,75",5.0,1.0,5.0,1.5,6.0,1.0,6.0,10,6.0,37.0,0.16216216216216214,11,5.0,27.0,0.1851851851851852,12,6.0,27.0,0.2222222222222222,15,11.0,23.0,0.4782608695652174,15'9,6.0,1.0,6.0,17,5.0,28.0,0.17857142857142858,1788,9.0,3.0,3.0,1791,9.0,2.0,4.5,1792,4.0,6.0,0.6666666666666666,18,6.0,23.0,0.2608695652173913,18671868,4.0,1.0,4.0,186768,1.0,1.0,1.0,1868,5.0,2.0,2.5,"19,000",6.0,1.0,6.0,1951,4.0,4.0,1.0,1952,4.0,3.0,1.3333333333333333,1990,4.0,5.0,0.8,"2,711",6.0,1.0,6.0,2.38m,6.0,1.0,6.0,20,5.0,17.0,0.29411764705882354,2003,6.0,6.0,1.0,2004,6.0,11.0,0.5454545454545454,2005,12.0,11.0,1.0909090909090908,2007,4.0,28.0,0.14285714285714285,2008,8.0,23.0,0.3478260869565217,25,6.0,23.0,0.2608695652173913,26,5.0,17.0,0.29411764705882354,3,6.0,59.0,0.1016949152542373,4.7,6.0,1.0,6.0,4.8m,6.0,1.0,6.0,"65,5",5.0,1.0,5.0,66111,15.0,1.0,15.0,7.8,6.0,1.0,6.0,8,6.0,23.0,0.2608695652173913
53321637@N00,angel,15,27,0.5555555555555556,angelofthenorth,15.0,13.0,1.1538461538461535,england,15.0,23.0,0.6521739130434783,gateshead,15.0,14.0,1.0714285714285714,north,15.0,64.0,0.234375,northeast,15.0,7.0,2.142857142857143,southtyneside,15.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53346833@N00,alexandre,15,22,0.6818181818181818,angel,1.0,27.0,0.037037037037037035,arc,1.0,22.0,0.045454545454545456,architecture,22.0,70.0,0.3142857142857143,basrelief,4.0,6.0,0.6666666666666666,bridge,15.0,34.0,0.4411764705882353,bronze,5.0,13.0,0.38461538461538464,brussel,14.0,3.0,4.666666666666667,church,23.0,39.0,0.5897435897435898,city,1.0,67.0,0.01492537313432836,column,3.0,30.0,0.1,de,18.0,134.0,0.13432835820895522,door,2.0,32.0,0.0625,eglise,15.0,3.0,5.0,eglisedelamadeleine,7.0,3.0,2.333333333333333,eiffel,2.0,15.0,0.13333333333333333,eiffeltower,2.0,6.0,0.3333333333333333,gold,2.0,14.0,0.14285714285714285,hotel,3.0,13.0,0.2307692307692308,hoteldesinvalide,3.0,1.0,3.0,iii,15.0,25.0,0.6,interior,3.0,26.0,0.1153846153846154,invalide,3.0,11.0,0.2727272727272727,joan,1.0,2.0,0.5,joanofarc,1.0,1.0,1.0,la,15.0,73.0,0.2054794520547945,lamppost,1.0,3.0,0.3333333333333333,lion,1.0,16.0,0.0625,madeleine,31.0,18.0,1.7222222222222223,pari,46.0,49.0,0.9387755102040816,pont,15.0,21.0,0.7142857142857143,pontalexandreiii,13.0,14.0,0.9285714285714286,sculpture,11.0,68.0,0.16176470588235295,sign,2.0,23.0,0.08695652173913042,tower,3.0,103.0,0.029126213592233014,view,2.0,117.0,0.017094017094017096,window,2.0,49.0,0.040816326530612235,,,,,,,,,,,,
53806217@N00,7,1,22,0.045454545454545456,angel,12.0,27.0,0.4444444444444444,angelofthenorth,12.0,13.0,0.9230769230769232,anthonygormley,11.0,4.0,2.75,bbc,1.0,4.0,0.25,bert,3.0,1.0,3.0,bertandernie,1.0,1.0,1.0,continuing,1.0,2.0,0.5,find,1.0,14.0,0.07142857142857142,gateshead,13.0,14.0,0.9285714285714286,href,1.0,119.0,0.008403361344537815,http:news.bbc.co.uk1hiin_pictures7245458,1.0,1.0,1.0,love,1.0,21.0,0.047619047619047616,new,1.0,1.0,1.0,news.bbc.co.uk1hiin_pictures7245458,1.0,1.0,1.0,north,12.0,64.0,0.1875,passing,1.0,9.0,0.1111111111111111,people,1.0,51.0,0.0196078431372549,picture,1.0,37.0,0.027027027027027032,sculpture,13.0,68.0,0.19117647058823528,sesamestreet,1.0,1.0,1.0,statue,11.0,86.0,0.12790697674418605,stm,2.0,1.0,2.0,train,1.0,15.0,0.06666666666666668,tyneandwear,11.0,2.0,5.5,uk,12.0,22.0,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54037354@N00,2003,1,6,0.16666666666666666,26,1.0,17.0,0.05882352941176471,775,1.0,1.0,1.0,albermemorial,2.0,1.0,2.0,albert,33.0,22.0,1.5,alberthall,3.0,1.0,3.0,albertmemorial,12.0,15.0,0.8,autumn,4.0,6.0,0.6666666666666666,autumnal,2.0,1.0,2.0,bbcredbutton,1.0,1.0,1.0,blackett,1.0,1.0,1.0,britain,1.0,8.0,0.125,cloud,2.0,22.0,0.09090909090909093,college,1.0,10.0,0.1,d80,2.0,2.0,1.0,evening,1.0,11.0,0.09090909090909093,february,1.0,9.0,0.1111111111111111,gallery,2.0,17.0,0.1176470588235294,giant,1.0,15.0,0.06666666666666668,glorious,1.0,3.0,0.3333333333333333,hall,6.0,38.0,0.15789473684210525,hdr,2.0,12.0,0.16666666666666666,href,4.0,119.0,0.03361344537815126,http:gallery.future,2.0,1.0,2.0,http:www.flickr.comphotosuli_harder542108715,1.0,1.0,1.0,http:www.flickr.comphotosuli_harder712804535,1.0,1.0,1.0,hydepark,4.0,7.0,0.5714285714285714,i.comenglandpic:albert,1.0,1.0,1.0,i.comenglandpic:qt,1.0,1.0,1.0,imp150,2.0,1.0,2.0,imperial,1.0,7.0,0.14285714285714285,imperialcollege,4.0,1.0,4.0,imperialcollegelondon,2.0,1.0,2.0,kensingtongarden,10.0,8.0,1.25,laboratory,1.0,1.0,1.0,london,14.0,38.0,0.3684210526315789,memorial,31.0,29.0,1.0689655172413792,monument,1.0,63.0,0.015873015873015872,morning,2.0,15.0,0.13333333333333333,night,4.0,41.0,0.0975609756097561
54334858@N07,acropoli,45,21,2.142857142857143,atene,15.0,1.0,15.0,athen,30.0,22.0,1.3636363636363635,greece,15.0,21.0,0.7142857142857143,luoghi,15.0,1.0,15.0,progress,30.0,3.0,10.0,work,30.0,39.0,0.7692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54491498@N00,aire,15,12,1.25,argentina,15.0,19.0,0.7894736842105263,argentine,1.0,4.0,0.25,ba,15.0,11.0,1.3636363636363635,balcony,1.0,7.0,0.14285714285714285,bearer,2.0,1.0,2.0,bueno,15.0,13.0,1.1538461538461535,buenosaire,15.0,16.0,0.9375,bărbaţi,9.0,1.0,9.0,capital,15.0,20.0,0.75,capitalcitiesaroundtheworld,1.0,1.0,1.0,casa,16.0,47.0,0.3404255319148936,casarosada,15.0,18.0,0.8333333333333334,ceremonial,1.0,5.0,0.2,ceremony,11.0,6.0,1.8333333333333333,changingoftheguard,11.0,1.0,11.0,ciudad,15.0,5.0,3.0,color,1.0,15.0,0.06666666666666668,day,1.0,51.0,0.0196078431372549,de,15.0,134.0,0.11194029850746268,evaperon,1.0,1.0,1.0,evita,3.0,2.0,1.5,federal,5.0,8.0,0.625,flag,7.0,22.0,0.3181818181818182,flagpole,2.0,1.0,2.0,government,1.0,11.0,0.09090909090909093,guard,12.0,7.0,1.7142857142857142,hombre,9.0,2.0,4.5,homen,9.0,1.0,9.0,homme,9.0,3.0,3.0,ljudi,9.0,1.0,9.0,mayo,15.0,12.0,1.25,menn,9.0,1.0,9.0,mensen,9.0,1.0,9.0,microcentro,2.0,2.0,1.0,miehet,9.0,1.0,9.0,mostremosnuestraargentina,1.0,1.0,1.0,muži,9.0,1.0,9.0,männer,9.0,1.0,9.0,mænd,9.0,1.0,9.0
54581272@N03,01,1,10,0.1,02,1.0,10.0,0.1,04,1.0,12.0,0.08333333333333333,06,1.0,12.0,0.08333333333333333,08,2.0,8.0,0.25,11,1.0,27.0,0.037037037037037035,13,1.0,28.0,0.03571428571428571,14,1.0,28.0,0.03571428571428571,15,1.0,23.0,0.043478260869565216,17,1.0,28.0,0.03571428571428571,19,1.0,13.0,0.07692307692307693,barcelona,15.0,20.0,0.75,batllo,19.0,13.0,1.4615384615384617,casa,19.0,47.0,0.40425531914893614,casabatllo,15.0,11.0,1.3636363636363635,europe,15.0,43.0,0.3488372093023256,gaudi,15.0,12.0,1.25,gift,1.0,10.0,0.1,spain,15.0,18.0,0.8333333333333334,ticket,1.0,6.0,0.16666666666666666,water,1.0,31.0,0.03225806451612903,xd,1.0,1.0,1.0,一,4.0,5.0,0.8,三,1.0,1.0,1.0,中,2.0,3.0,0.6666666666666666,也,2.0,3.0,0.6666666666666666,了,1.0,3.0,0.3333333333333333,亮,1.0,2.0,0.5,人,2.0,5.0,0.4,以,4.0,3.0,1.3333333333333333,位,1.0,1.0,1.0,個,4.0,2.0,2.0,像,1.0,2.0,0.5,儲,1.0,1.0,1.0,元,1.0,2.0,0.5,入,1.0,2.0,0.5,內,1.0,3.0,0.3333333333333333,兩,1.0,2.0,0.5,公,3.0,1.0,3.0,其,1.0,1.0,1.0
54597574@N00,013,1,5,0.2,014,1.0,4.0,0.25,015,1.0,5.0,0.2,016,1.0,3.0,0.3333333333333333,017,1.0,4.0,0.25,018,1.0,3.0,0.3333333333333333,019,1.0,4.0,0.25,020,1.0,4.0,0.25,021,1.0,4.0,0.25,022,1.0,7.0,0.14285714285714285,085,1.0,1.0,1.0,091,1.0,1.0,1.0,096,1.0,1.0,1.0,10,15.0,37.0,0.40540540540540543,100,1.0,16.0,0.0625,101,1.0,4.0,0.25,19,15.0,13.0,1.1538461538461535,2,1.0,66.0,0.015151515151515154,2.75,1.0,1.0,1.0,2012,15.0,21.0,0.7142857142857143,20121019cabrilloacquarium,15.0,1.0,15.0,3,1.0,59.0,0.01694915254237288,acquarium,15.0,1.0,15.0,aeoli,1.0,1.0,1.0,anemone,2.0,2.0,1.0,appear,1.0,10.0,0.1,appearance,1.0,5.0,0.2,appendage,1.0,1.0,1.0,aquarium,12.0,5.0,2.4,astaxanthin,4.0,1.0,4.0,bluish,1.0,1.0,1.0,body,2.0,7.0,0.2857142857142857,brilliant,1.0,4.0,0.25,cabrillo,27.0,20.0,1.35,cabrillomarineaquarium,3.0,2.0,1.5,called,1.0,24.0,0.04166666666666666,carotenoid,1.0,1.0,1.0,cell,1.0,1.0,1.0,cerata,4.0,1.0,4.0,color,5.0,15.0,0.3333333333333333
54752966@N06,animal,2,21,0.09523809523809523,animale,1.0,2.0,0.5,bajorrelieve,2.0,1.0,2.0,basrelief,2.0,6.0,0.3333333333333333,catedrale,15.0,1.0,15.0,cathedral,30.0,85.0,0.35294117647058826,chartre,45.0,20.0,2.25,christ,1.0,23.0,0.043478260869565216,cristo,1.0,5.0,0.2,cristorey,1.0,1.0,1.0,cufflinkcatholic.wordpress.com20130103mmxiii,1.0,1.0,1.0,dog,1.0,5.0,0.2,eure,15.0,3.0,5.0,eureetloir,15.0,2.0,7.5,fauna,1.0,4.0,0.25,faune,1.0,1.0,1.0,france,30.0,60.0,0.5,francia,15.0,3.0,5.0,frankreich,15.0,4.0,3.75,gargoil,1.0,1.0,1.0,gargouille,1.0,1.0,1.0,glass,6.0,36.0,0.16666666666666666,gothic,15.0,26.0,0.5769230769230769,gothique,15.0,2.0,7.5,gárgola,1.0,1.0,1.0,gótico,15.0,1.0,15.0,headless,1.0,2.0,0.5,href,1.0,119.0,0.008403361344537815,http:cufflinkcatholic.wordpress.com20130103mmxiii,1.0,1.0,1.0,jesucristo,1.0,1.0,1.0,jesus,1.0,6.0,0.16666666666666666,jesuschrist,1.0,4.0,0.25,loir,15.0,2.0,7.5,medieval,6.0,13.0,0.4615384615384616,motivosvegetale,2.0,1.0,2.0,nofollow,1.0,83.0,0.012048192771084338,nothern,1.0,1.0,1.0,pantocrator,1.0,1.0,1.0,portal,6.0,17.0,0.35294117647058826,rel,1.0,83.0,0.012048192771084338
54790231@N06,9,1,20,0.05,aire,15.0,12.0,1.25,américadosul,15.0,1.0,15.0,américalatina,15.0,1.0,15.0,andrelsb20hotmailcom,4.0,1.0,4.0,andrébispo,15.0,1.0,15.0,argentina,30.0,19.0,1.5789473684210529,av,1.0,4.0,0.25,bokeh,1.0,3.0,0.3333333333333333,bueno,15.0,13.0,1.1538461538461535,buenosaire,15.0,16.0,0.9375,canon,15.0,16.0,0.9375,canoneosrebelt3i,15.0,1.0,15.0,casa,5.0,47.0,0.10638297872340426,casarosada,15.0,18.0,0.8333333333333334,céu,15.0,2.0,7.5,d600,15.0,2.0,7.5,de,7.0,134.0,0.05223880597014925,efeitobokeh,1.0,1.0,1.0,guindaste,15.0,1.0,15.0,helicóptero,15.0,1.0,15.0,hilton,1.0,3.0,0.3333333333333333,iluminação,1.0,1.0,1.0,julho,1.0,3.0,0.3333333333333333,la,5.0,73.0,0.0684931506849315,lua,15.0,1.0,15.0,madero,8.0,1.0,8.0,mar,7.0,7.0,1.0,marescudobrasãobrasãoargentino,1.0,1.0,1.0,marluz,1.0,1.0,1.0,marobeliscoargentinoobeliscoevaperónevitaperónavenida9dejulhoobeliscodebuenosaires9dejulho,1.0,1.0,1.0,marpuertomadero,2.0,1.0,2.0,marsantiagocalatrava,1.0,1.0,1.0,marsantiagocalatravapuentedelamujer,1.0,1.0,1.0,mayo,1.0,12.0,0.08333333333333333,mujer,5.0,3.0,1.6666666666666667,plaza,1.0,23.0,0.043478260869565216,plaza25demayo,1.0,1.0,1.0,plazademayo,1.0,9.0,0.1111111111111111,portomadero,15.0,1.0,15.0
55068938@N00,12th,15,7,2.142857142857143,2.2,15.0,1.0,15.0,3.6,15.0,2.0,7.5,admired,15.0,1.0,15.0,adorning,15.0,1.0,15.0,angkor,120.0,20.0,6.0,angkorian,15.0,1.0,15.0,angkorwat,15.0,20.0,0.75,appearing,15.0,4.0,3.75,architecture,60.0,70.0,0.8571428571428571,attraction,15.0,10.0,1.5,ba,15.0,11.0,1.3636363636363635,based,15.0,7.0,2.142857142857143,basic,15.0,2.0,7.5,bass,1.0,1.0,1.0,best,15.0,24.0,0.625,bird,2.0,16.0,0.125,buddhism,1.0,5.0,0.2,buddhist,16.0,9.0,1.7777777777777777,budha,2.0,1.0,2.0,building,15.0,73.0,0.2054794520547945,built,15.0,50.0,0.3,cambodia,45.0,20.0,2.25,capital,30.0,20.0,1.5,central,1.0,30.0,0.03333333333333333,centre,30.0,28.0,1.0714285714285714,century,15.0,36.0,0.4166666666666667,city,45.0,67.0,0.6716417910447762,classical,15.0,12.0,1.25,column,2.0,30.0,0.06666666666666668,combine,15.0,3.0,5.0,complex,15.0,16.0,0.9375,country',15.0,4.0,3.75,dedicated,15.0,17.0,0.8823529411764706,designed,15.0,23.0,0.6521739130434783,detail,1.0,47.0,0.02127659574468085,deva,15.0,3.0,5.0,devata,15.0,1.0,15.0,divided,15.0,6.0,2.5,early,30.0,23.0,1.3043478260869563
55125784@N04,arco,2,2,1.0,arquibancada,1.0,1.0,1.0,ceu,2.0,1.0,2.0,coliseu,28.0,1.0,28.0,colosseum,21.0,20.0,1.05,constantino,2.0,2.0,1.0,de,9.0,134.0,0.06716417910447761,dia,1.0,6.0,0.16666666666666666,europa,10.0,10.0,1.0,europe,10.0,43.0,0.2325581395348837,foi,1.0,7.0,0.14285714285714285,grandstand,1.0,1.0,1.0,italia,20.0,15.0,1.3333333333333333,italy,20.0,31.0,0.6451612903225806,já,1.0,3.0,0.3333333333333333,panoramica,1.0,3.0,0.3333333333333333,papel,8.0,2.0,4.0,parede,8.0,3.0,2.6666666666666665,roma,20.0,22.0,0.9090909090909092,seu,1.0,2.0,0.5,sobrou,1.0,1.0,1.0,subterraneo,2.0,1.0,2.0,um,1.0,10.0,0.1,uma,1.0,6.0,0.16666666666666666,underground,1.0,11.0,0.09090909090909093,wallpaper,10.0,3.0,3.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55228353@N00,02042010,1,1,1.0,020420190,1.0,1.0,1.0,023,1.0,4.0,0.25,024,1.0,2.0,0.5,025,1.0,5.0,0.2,026,1.0,6.0,0.16666666666666666,04,1.0,12.0,0.08333333333333333,09,1.0,6.0,0.16666666666666666,10072010,1.0,1.0,1.0,18,1.0,23.0,0.043478260869565216,22042011,12.0,1.0,12.0,64,1.0,4.0,0.25,65,1.0,5.0,0.2,66,1.0,1.0,1.0,69,1.0,2.0,0.5,70,1.0,13.0,0.07692307692307693,71,1.0,3.0,0.3333333333333333,73,1.0,4.0,0.25,74,1.0,3.0,0.3333333333333333,amien,45.0,20.0,2.25,cathedral,30.0,85.0,0.35294117647058826,chapel,1.0,11.0,0.09090909090909093,church,3.0,39.0,0.07692307692307693,exterior,1.0,17.0,0.05882352941176471,facade,24.0,22.0,1.0909090909090908,france,30.0,60.0,0.5,gothic,1.0,26.0,0.038461538461538464,lady,1.0,10.0,0.1,medieval,1.0,13.0,0.07692307692307693,nave,1.0,10.0,0.1,north,1.0,64.0,0.015625,pity,1.0,2.0,0.5,profmoriartydotcom:book1555,1.0,1.0,1.0,profmoriartydotcom:book1556,2.0,1.0,2.0,profmoriartydotcom:thematic3601,1.0,1.0,1.0,quot,2.0,83.0,0.024096385542168683,sculpture,12.0,68.0,0.17647058823529413,side,1.0,56.0,0.017857142857142856,tympanum,12.0,8.0,1.5,western,12.0,22.0,0.5454545454545454
55501300@N00,02,1,10,0.1,03,1.0,9.0,0.1111111111111111,10,2.0,37.0,0.054054054054054064,11,1.0,27.0,0.037037037037037035,13,2.0,28.0,0.07142857142857142,15,1.0,23.0,0.043478260869565216,17,1.0,28.0,0.03571428571428571,18,2.0,23.0,0.08695652173913042,19,1.0,13.0,0.07692307692307693,20,2.0,17.0,0.1176470588235294,21,1.0,18.0,0.05555555555555555,22,1.0,18.0,0.05555555555555555,24,2.0,17.0,0.1176470588235294,26,2.0,17.0,0.1176470588235294,27,1.0,15.0,0.06666666666666668,28,2.0,15.0,0.13333333333333333,29,2.0,12.0,0.16666666666666666,30,1.0,20.0,0.05,31,1.0,7.0,0.14285714285714285,5,1.0,41.0,0.024390243902439025,6,1.0,34.0,0.029411764705882356,9,1.0,20.0,0.05,ac,15.0,2.0,7.5,altonconventschool,15.0,1.0,15.0,amien,30.0,20.0,1.5,cathedral,30.0,85.0,0.35294117647058826,cologne,15.0,20.0,0.75,colognecathedral,15.0,11.0,1.3636363636363635,ef24105mmf4lisusm,10.0,1.0,10.0,france,14.0,60.0,0.2333333333333333,gothic,15.0,26.0,0.5769230769230769,iphotooriginal,15.0,1.0,15.0,köln,15.0,2.0,7.5,kölnerdom,15.0,1.0,15.0,picardie,15.0,5.0,3.0,residential,13.0,3.0,4.333333333333333,y6,5.0,1.0,5.0,year6,13.0,1.0,13.0,,,,,,,,
55628191@N04,1,12,53,0.22641509433962265,10,12.0,37.0,0.32432432432432434,10th,1.0,2.0,0.5,11,12.0,27.0,0.4444444444444444,12,8.0,27.0,0.2962962962962963,13,8.0,28.0,0.2857142857142857,14,8.0,28.0,0.2857142857142857,15,8.0,23.0,0.3478260869565217,16,8.0,21.0,0.3809523809523809,169,10.0,2.0,5.0,17,8.0,28.0,0.2857142857142857,18,8.0,23.0,0.3478260869565217,1819,4.0,1.0,4.0,1840,4.0,4.0,1.0,1851,4.0,6.0,0.6666666666666666,1861,8.0,5.0,1.6,1864,4.0,3.0,1.3333333333333333,1872,4.0,3.0,1.3333333333333333,1876,4.0,2.0,2.0,19,8.0,13.0,0.6153846153846154,1909,1.0,2.0,0.5,1914,3.0,3.0,1.0,1918,1.0,2.0,0.5,1921,3.0,3.0,1.0,1938,1.0,2.0,0.5,2,12.0,66.0,0.18181818181818185,20,8.0,17.0,0.4705882352941176,20th,1.0,6.0,0.16666666666666666,21,8.0,18.0,0.4444444444444444,22,8.0,18.0,0.4444444444444444,23,8.0,16.0,0.5,24,8.0,17.0,0.4705882352941176,24th,1.0,2.0,0.5,25,8.0,23.0,0.3478260869565217,26,8.0,17.0,0.4705882352941176,27,8.0,15.0,0.5333333333333333,28,8.0,15.0,0.5333333333333333,29,8.0,12.0,0.6666666666666666,3,12.0,59.0,0.2033898305084746,30,8.0,20.0,0.4
