Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49	Column50	Column51	Column52	Column53	Column54	Column55	Column56	Column57	Column58	Column59	Column60	Column61	Column62	Column63	Column64	Column65	Column66	Column67	Column68	Column69	Column70	Column71	Column72	Column73	Column74	Column75	Column76	Column77	Column78	Column79	Column80	Column81	Column82	Column83	Column84	Column85	Column86	Column87	Column88	Column89	Column90	Column91	Column92	Column93	Column94	Column95	Column96	Column97	Column98	Column99	Column100	Column101	Column102	Column103	Column104	Column105	Column106	Column107	Column108	Column109	Column110	Column111	Column112	Column113	Column114	Column115	Column116	Column117	Column118	Column119	Column120	Column121	Column122	Column123	Column124	Column125	Column126	Column127	Column128	Column129	Column130	Column131	Column132	Column133	Column134	Column135	Column136	Column137	Column138	Column139	Column140	Column141	Column142	Column143	Column144	Column145	Column146	Column147	Column148	Column149	Column150	Column151	Column152	Column153	Column154	Column155	Column156	Column157	Column158	Column159	Column160	Column161	Column162
76384821@N00	1	1	53	0.018867925	1494	1	1	1	1594	1	2	0.5	3	1	59	0.016949153	age	1	11	0.090909091	alley	1	1	1	approaching	1	4	0.25	baby	1	2	0.5	bigger	1	1	1	burning	1	5	0.2	candle	1	5	0.2	cathedral	2	85	0.023529412	chartre	2	20	0.1	chartrecathedral	15	1	15	cloister	17	3	5.666666667	cloistered	1	1	1	close	1	27	0.037037037	crowned	1	8	0.125	dark	1	11	0.090909091	electric	1	9	0.111111111	fire	1	11	0.090909091	framed	1	2	0.5	henry	1	7	0.142857143	henryiv	15	1	15	home	1	3	0.333333333	horolog	15	1	15	horse	1	11	0.090909091	house	1	52	0.019230769	iv	1	4	0.25	king	1	20	0.05	knave	1	1	1	list	1	9	0.111111111	mary	1	13	0.076923077	maryanddarkskinnedjesus	15	1	15	mirror	1	7	0.142857143	money	1	1	1	motor	1	2	0.5	nave	16	10	1.6	patina	16	1	16	removing	1	1	1	rode
76562640@N00	12	15	27	0.555555556	carving	2	14	0.142857143	chichen	17	17	1	chichenitza	15	14	1.071428571	church	2	39	0.051282051	colonnade	2	6	0.333333333	column	4	30	0.133333333	day	15	51	0.294117647	group	2	23	0.086956522	iguana	2	2	1	itza	17	17	1	kukulkan	5	3	1.666666667	kukulkán	5	1	5	mask	1	2	0.5	mexico	15	31	0.483870968	pyramid	10	16	0.625	southeast	2	8	0.25	stone	2	38	0.052631579	temple	6	47	0.127659574	warrior	6	7	0.857142857																																																																																	
76821415@N00	aquarium	45	5	9	beach	15	16	0.9375	cabrillo	45	20	2.25	cabrillomarineaquarium	15	2	7.5	marine	15	3	5	nearby	15	9	1.666666667	picture	15	37	0.405405405	sanpedro	15	2	7.5	sealife	15	1	15																																																																																																																													
7704455@N02	1	5	53	0.094339623	"1,100"	3	1	3	10	2	37	0.054054054	100	5	16	0.3125	1000	3	6	0.5	13	8	28	0.285714286	140	1	3	0.333333333	150th	1	2	0.5	1512	1	1	1	16h44min	1	1	1	1741	2	2	1	1743	2	2	1	1773	6	2	3	1795	5	2	2.5	18	1	23	0.043478261	1812	5	2	2.5	1834	7	1	7	1840	1	4	0.25	1845	1	5	0.2	1852	3	2	1.5	1858	4	3	1.333333333	1859	6	5	1.2	1860	5	7	0.714285714	1861	2	5	0.4	1864	1	3	0.333333333	1869	2	4	0.5	1870	1	2	0.5	1894	3	3	1	1895	7	4	1.75	1905	10	2	5	1910	1	2	0.5	1911	1	4	0.25	1933	2	3	0.666666667	1941	1	2	0.5	1945	7	5	1.4	1947	3	3	1	1948	2	1	2	1950	1	4	0.25	1951	3	4	0.75	1956	2	3	0.666666667	1965
7737054@N07	17	30	28	1.071428571	2000	45	4	11.25	260	15	2	7.5	279	15	1	15	289	30	2	15	3	15	59	0.254237288	4	15	43	0.348837209	640x480	15	1	15	arizona	30	18	1.666666667	camera	15	26	0.576923077	castle	45	42	1.071428571	center	15	40	0.375	clarkdale	15	1	15	cottonwood	30	3	10	cutoff	15	1	15	definition	15	1	15	direction	15	8	1.875	exit	30	7	4.285714286	follow	30	5	6	lot	15	20	0.75	memory	15	7	2.142857143	mile	15	14	1.071428571	mo	15	1	15	montezuma	60	16	3.75	montezumatuzigoot	15	1	15	north	15	64	0.234375	nouhailler	45	1	45	parking	15	3	5	patrick	30	4	7.5	phoenix	15	3	5	picture	15	37	0.405405405	pixel	15	2	7.5	road	15	21	0.714285714	sign	30	23	1.304347826	stick	15	3	5	tuzigoot	75	2	37.5	visitor	15	17	0.882352941													
77476261@N00	aire	1	12	0.083333333	argentina	15	19	0.789473684	até	1	2	0.5	bueno	1	13	0.076923077	buenosaire	15	16	0.9375	casa	1	47	0.021276596	casarosada	15	18	0.833333333	em	1	7	0.142857143	family	12	17	0.705882353	img_2217	1	1	1	img_2219	1	1	1	img_2220	1	1	1	img_2223	1	1	1	img_2228	1	1	1	img_2237	1	1	1	img_2242	1	1	1	img_2245	1	1	1	img_2250	1	1	1	img_2254	1	1	1	img_2258	1	1	1	img_2259	1	1	1	pomba	1	1	1	protestam	1	1	1	rosada	1	20	0.05	vision:clouds056	1	1	1	vision:face099	1	6	0.166666667	vision:food0683	1	1	1	vision:groupshot099	1	1	1	vision:mountain0769	1	1	1	vision:outdoor0657	1	1	1	vision:outdoor0658	1	2	0.5	vision:outdoor0725	1	1	1	vision:outdoor0798	1	2	0.5	vision:outdoor0829	1	1	1	vision:outdoor0852	1	1	1	vision:outdoor099	2	16	0.125	vision:people099	1	6	0.166666667	vision:sky0517	1	1	1	vision:sky0638	1	1	1	vision:sky0756	1	1	1	vision:sky0814
77739593@N00	architecturegaudi	11	1	11	archtitecture	4	1	4	artnoveauhouse	4	1	4	barc	11	1	11	barcelcasabatllo	3	1	3	barcelona	48	20	2.4	batllo	48	13	3.692307692	called	22	24	0.916666667	casa	48	47	1.021276596	casabatllo	15	11	1.363636364	gaudi	37	12	3.083333333	gracia	33	3	11	house	22	52	0.423076923	paseo	33	2	16.5	passeigdegracia	4	3	1.333333333	spain	4	18	0.222222222																																																																																																	
77742560@N06	"10,000"	1	1	1	"110,000"	1	1	1	1180	1	1	1	12th	1	7	0.142857143	1923	1	3	0.333333333	1km	1	1	1	2008	29	23	1.260869565	24	1	17	0.058823529	318ft	1	1	1	509	2	3	0.666666667	97	1	2	0.5	ad	1	12	0.083333333	adjoining	1	2	0.5	admission	1	2	0.5	advanced	2	1	2	aerial	1	4	0.25	afternoon	2	12	0.166666667	allow	1	4	0.25	allowed	1	3	0.333333333	angkor	38	20	1.9	angkorarchaeologicalpark	15	1	15	angkorpass	1	1	1	angkortempleruin	15	1	15	angkortemplesentranceplaza	1	1	1	angkortemplesticketingoffice	1	1	1	angkorwat	15	20	0.75	angkorwataerialview	1	1	1	angkorwatentrancecauseway	1	1	1	angkorwatentrancecorridor	3	1	3	angkorwatfromthesky	1	1	1	angkorwatsunrise	4	1	4	angkor’	1	1	1	angle	1	11	0.090909091	antique	1	6	0.166666667	apart	1	4	0.25	appear	2	10	0.2	approaching	1	4	0.25	archaeological	2	8	0.25	archbishop	1	3	0.333333333	architecture	1	70	0.014285714	area
77759596@N00	1248	11	2	5.5	144.5	1	1	1	157	1	2	0.5	157m	10	1	10	1635	9	2	4.5	17	1	28	0.035714286	1785	1	1	1	1880	1	4	0.25	1976	1	5	0.2	1981	1	4	0.25	2	1	66	0.015151515	"2,0"	1	1	1	266m	1	1	1	284	1	3	0.333333333	474	1	1	1	515	1	1	1	7	1	22	0.045454545	70200	1	1	1	86.5	1	1	1	altar	1	19	0.052631579	built	1	50	0.02	canon	15	16	0.9375	canoneos30d	2	1	2	canoneos5dmarkii	10	1	10	canonpowershots45	3	1	3	cathedral	47	85	0.552941176	central	1	30	0.033333333	church	3	39	0.076923077	cologne	52	20	2.6	colonius	2	1	2	dom	10	24	0.416666667	ef1635mmf28liiusm	9	2	4.5	ef70200mmf28lisusm	1	1	1	efs1785mmf456isusm	1	1	1	en.wikipedia.orgwikicologne_cathedral	1	3	0.333333333	europe	1	43	0.023255814	f10	1	1	1	f28	2	2	1	f32	1	1	1	f35	1	2	0.5	f5
7777497@N02	1929	15	2	7.5	205	15	1	15	365	15	2	7.5	60	3	5	0.6	acre	2	8	0.25	advocate	15	1	15	architecture	1	70	0.014285714	art	16	48	0.333333333	attraction	15	10	1.5	author	15	3	5	beautiful	15	23	0.652173913	bell	3	17	0.176470588	blossom	1	1	1	bok	31	18	1.722222222	boktower0006	1	1	1	boktower0025	1	1	1	boktower0037	1	1	1	boktower0050	1	1	1	boktower0098	1	1	1	boktower0108	1	1	1	boktower0122	1	1	1	boktower0126	1	1	1	boktower0132	1	1	1	boktower0135	1	1	1	boktower0159	1	1	1	boktower0174	1	1	1	boktower0179	1	1	1	boktower0216	1	1	1	boktower0228	1	1	1	boktowergarden	15	13	1.153846154	bud	1	2	0.5	camellia	1	1	1	carillon	3	2	1.5	changing	1	4	0.25	coquina	2	4	0.5	day	15	51	0.294117647	deco	15	2	7.5	dedicated	15	17	0.882352941	dutch	15	2	7.5	edward	15	4	3.75	enchanting
78087459@N00	18	1	23	0.043478261	1814	1	4	0.25	2	1	66	0.015151515	2008	1	23	0.043478261	2009	3	29	0.103448276	23	2	16	0.125	3	1	59	0.016949153	32	2	6	0.333333333	400	1	7	0.142857143	500	1	6	0.166666667	aalborg	1	1	1	abouttobeusedforcommercialpurpose	1	1	1	abschiebung	1	1	1	advent	1	2	0.5	adventszeitweihnachten	1	1	1	allarthasbeencontemporaryⓝ	1	1	1	alma	1	1	1	almanbayrağı	1	1	1	almanya	2	1	2	alte	15	23	0.652173913	altesmuseum	12	13	0.923076923	altesmuseumancientgreekart	3	1	3	amistad	1	1	1	anerkennung	1	1	1	antike	5	3	1.666666667	antiqua	5	1	5	arkadaşlık	1	1	1	art	1	48	0.020833333	asylsucher	1	1	1	asylumseeker	1	1	1	athlet	2	1	2	aus	1	8	0.125	barocke	1	1	1	bc	2	8	0.25	befreiungskriegen	1	1	1	berlim	1	2	0.5	berlin	45	65	0.692307692	berlin1dag	4	1	4	berlinmitte	4	5	0.8	berlino	1	3	0.333333333	better
78147513@N00	1	1	53	0.018867925	12	1	27	0.037037037	2	1	66	0.015151515	30d	15	1	15	averystudio	14	1	14	canonef28135mmf3556isusm	1	1	1	chichén	20	7	2.857142857	chichénitzá	15	5	3	chitzanitza	14	1	14	dog	2	5	0.4	itzá	20	7	2.857142857	mayan	15	13	1.153846154	mexico	16	31	0.516129032	pillar	2	10	0.2	temple	1	47	0.021276596	willsmith	14	1	14																																																																																																	
78428880@N00	2008	15	23	0.652173913	berlin	30	65	0.461538462	cathedral	27	85	0.317647059	den	2	11	0.181818182	dom	5	24	0.208333333	germany	15	56	0.267857143	linden	2	6	0.333333333	unter	2	9	0.222222222	view	3	117	0.025641026																																																																																																																													
78803951@N00	2008	4	23	0.173913043	2009	10	29	0.344827586	arc	40	22	1.818181818	arche	3	11	0.272727273	black	11	23	0.47826087	building	1	73	0.01369863	car	2	16	0.125	city	1	67	0.014925373	couple	5	7	0.714285714	d40	14	1	14	de	40	134	0.298507463	eiffel	30	15	2	eiffeltower	1	6	0.166666667	france	11	60	0.183333333	grande	3	12	0.25	la	3	73	0.04109589	lagrandearche	1	1	1	night	2	41	0.048780488	nikon	14	21	0.666666667	pari	43	49	0.87755102	people	3	51	0.058823529	photo	2	68	0.029411765	shot	31	32	0.96875	sight	2	7	0.285714286	street	5	40	0.125	sunset	18	20	0.9	telescope	4	1	4	tower	30	103	0.291262136	trafic	1	2	0.5	triomphe	40	21	1.904761905	view	2	117	0.017094017	viewing	2	8	0.25	white	11	26	0.423076923	winter	20	17	1.176470588																									
78835633@N00	alte	4	23	0.173913043	altesmuseum	13	13	1	berlin	15	65	0.230769231	berlin2010	15	1	15	cloud	3	22	0.136363636	detail	1	47	0.021276596	frieze	1	8	0.125	front	4	52	0.076923077	hercule	2	2	1	lion	2	16	0.125	museum	4	67	0.059701493	museuminsel	2	3	0.666666667	riding	3	2	1.5	view	4	117	0.034188034	wall	1	45	0.022222222																																																																																																					
78988474@N00	005	1	2	0.5	007	1	4	0.25	008	1	4	0.25	009	1	3	0.333333333	012	1	3	0.333333333	013	1	5	0.2	017	1	4	0.25	019	1	4	0.25	020	1	4	0.25	023	1	4	0.25	025	1	5	0.2	026	1	6	0.166666667	029	1	3	0.333333333	030	1	5	0.2	034	1	5	0.2	agra	45	20	2.25	agrafort	15	15	1	fort	30	33	0.909090909	jpg	15	10	1.5	photo	15	68	0.220588235	sightseeing	15	8	1.875	trip	15	23	0.652173913																																																																									
79053562@N00	0145	14	1	14	1	2	53	0.037735849	104_out.jpg	1	1	1	11	1	27	0.037037037	117_out.jpg	1	1	1	130sec	1	1	1	16	16	21	0.761904762	18_out.jpg	1	1	1	2007	14	28	0.5	22_out.jpg	1	1	1	27mm	1	1	1	40mm	1	1	1	50mm	16	3	5.333333333	52_out.jpg	1	1	1	6	1	34	0.029411765	63_out.jpg	1	1	1	68_out.jpg	1	1	1	70_out.jpg	1	1	1	73_out.jpg	1	1	1	800	17	4	4.25	85_out.jpg	1	1	1	94_out.jpg	1	1	1	99_out.jpg	1	1	1	_out.jpg	2	1	2	atx165prodx	15	1	15	atxpro1650mmf28dx	15	1	15	bayarea	15	3	5	birthday	32	5	6.4	box	16	1	16	california	31	30	1.033333333	camera	14	26	0.538461538	cameraaccessory	1	1	1	celebration	16	3	5.333333333	center	16	40	0.4	civic	16	16	1	civiccenter	15	13	1.153846154	d200	16	2	8	dress	15	4	3.75	dresss	1	1	1	dx	16	2	8	dxo
7905459@N03	algún	1	2	0.5	alrededor	1	1	1	argentina	15	19	0.789473684	argentino	13	2	6.5	buenosaire	15	16	0.9375	casa	28	47	0.595744681	casarosada	15	18	0.833333333	conociendo	13	1	13	de	28	134	0.208955224	desde	1	6	0.166666667	edificio	1	3	0.333333333	en	1	26	0.038461538	gobierno	13	4	3.25	la	15	73	0.205479452	mayo	1	12	0.083333333	parte	13	9	1.444444444	plaza	1	23	0.043478261	plazademayo	2	9	0.222222222	rosada	15	20	0.75	skater	2	1	2	vacaciones2012	15	1	15	vagaciones2012	15	1	15																																																																									
79172203@N00	absolutely	1	1	1	alongside	1	2	0.5	amazing	1	10	0.1	amazingly	1	3	0.333333333	ancientrome	15	3	5	animal	2	21	0.095238095	arc	30	22	1.363636364	arcdetriomphe	15	17	0.882352941	area	3	38	0.078947368	atop	4	5	0.8	background	1	24	0.041666667	basilica	1	4	0.25	beautiful	1	23	0.043478261	began	2	16	0.125	billiard	1	3	0.333333333	california	15	30	0.5	casa	10	47	0.212765957	casagrande	5	3	1.666666667	castle	20	42	0.476190476	center'	1	1	1	champ	1	9	0.111111111	champselysees	1	2	0.5	circling	1	1	1	colosseum	41	20	2.05	contest	2	3	0.666666667	court	1	13	0.076923077	cross	1	20	0.05	cœur	1	1	1	de	27	134	0.201492537	definitely	1	2	0.5	del	2	16	0.125	detailed	3	6	0.5	du	1	27	0.037037037	eiffel	2	15	0.133333333	eiffeltower	1	6	0.166666667	europe	30	43	0.697674419	exterior	4	17	0.235294118	forum	1	10	0.1	france	15	60	0.25	garden	1	44	0.022727273	gladiator
79376123@N00	barcelona	15	20	0.75	batlló	30	9	3.333333333	casa	15	47	0.319148936	casabatlló	15	10	1.5	gaudi	15	12	1.25	spain	15	18	0.833333333																																																																																																																																									
7945858@N08	10	1	37	0.027027027	11	1	27	0.037037037	12	1	27	0.037037037	15	1	23	0.043478261	16	1	21	0.047619048	17	1	28	0.035714286	18	1	23	0.043478261	19	1	13	0.076923077	20	1	17	0.058823529	3	1	59	0.016949153	4	1	43	0.023255814	5	1	41	0.024390244	7	1	22	0.045454545	8	1	23	0.043478261	9	16	20	0.8	altar	30	19	1.578947368	altarofpeace	15	1	15	ancient	15	37	0.405405405	animal	30	21	1.428571429	animali	15	1	15	antico	15	1	15	ara	30	14	2.142857143	arapaci	15	14	1.071428571	augustan	15	2	7.5	augustus	15	9	1.666666667	bce	15	4	3.75	beastie	15	1	15	beasty	15	1	15	bird	1	16	0.0625	campus	15	1	15	creature	15	4	3.75	cricket	3	1	3	dedicated	15	17	0.882352941	escaping	1	1	1	frog	3	6	0.5	grasshopper	2	1	2	hatchling	3	1	3	hunting	1	4	0.25	insect	15	1	15	italia	15	15	1	italy
80081757@N00	angkor	51	20	2.55	angkorwat	15	20	0.75	bridge	2	34	0.058823529	buddhist	10	9	1.111111111	building	1	73	0.01369863	cambodia	35	20	1.75	canonef40mmf28stm	14	1	14	canonefs1022mmf3545usm	1	2	0.5	center	3	40	0.075	corridor	1	6	0.166666667	crossing	1	9	0.111111111	day	5	51	0.098039216	evening	1	11	0.090909091	flower	2	18	0.111111111	gold	1	14	0.071428571	golden	1	11	0.090909091	hindu	15	11	1.363636364	hour	1	14	0.071428571	inner	1	11	0.090909091	light	2	50	0.04	lotus	2	4	0.5	lotuspond	3	1	3	reap	15	7	2.142857143	reflection	1	21	0.047619048	returned	5	6	0.833333333	shaft	1	5	0.2	siem	15	7	2.142857143	siemreap	15	16	0.9375	sokorng	1	1	1	t2i	15	1	15	temple	18	47	0.382978723	tie	1	1	1	tower	1	103	0.009708738	view	3	117	0.025641026	wat	22	20	1.1																					
80086859@N00	alte	15	23	0.652173913	altesmuseum	15	13	1.153846154	ancient	15	37	0.405405405	ancientart	15	1	15	art	15	48	0.3125	berlin	15	65	0.230769231	egypt	15	6	2.5	egyptianart	15	2	7.5	museum	30	67	0.447761194	pergamonmuseum	15	1	15																																																																																																																									
8021736@N06	alexandre	30	22	1.363636364	france	15	60	0.25	iii	30	25	1.2	pari	15	49	0.306122449	pont	30	21	1.428571429																																																																																																																																													
8027456@N08	bell	3	17	0.176470588	cathedral	44	85	0.517647059	christma	9	9	1	christmasmarket	3	1	3	cologne	45	20	2.25	germany	15	56	0.267857143	glass	1	36	0.027777778	market	6	7	0.857142857	stained	1	21	0.047619048	stainedglass	1	12	0.083333333	tower	4	103	0.038834951	view	6	117	0.051282051	window	3	49	0.06122449																																																																																																													
80594756@N00	15	1	23	0.043478261	2	1	66	0.015151515	bastion	2	7	0.285714286	belltower	1	3	0.333333333	cannon	1	13	0.076923077	carlo	1	5	0.2	castillo	15	26	0.576923077	castillodesanmarco	15	18	0.833333333	chapel	1	11	0.090909091	coquina	1	4	0.25	de	15	134	0.111940299	detail	1	47	0.021276596	flag	1	22	0.045454545	florida	15	25	0.6	fort	15	33	0.454545455	garita	4	1	4	guard	1	7	0.142857143	inch	1	3	0.333333333	marco	15	21	0.714285714	mortar	3	6	0.5	national	1	47	0.021276596	original	2	28	0.071428571	pablo	1	1	1	palm	1	4	0.25	park	1	32	0.03125	plaster	2	3	0.666666667	red	1	35	0.028571429	remain	1	13	0.076923077	room	2	31	0.064516129	san	17	62	0.274193548	sign	1	23	0.043478261	spanishfort	15	2	7.5	staugustine	15	15	1	storage	1	2	0.5	wall	2	45	0.044444444	white	1	26	0.038461538	window	1	49	0.020408163													
80633804@N00	cathedral	30	85	0.352941176	chartre	30	20	1.5	gothic	15	26	0.576923077																																																																																																																																																					
80824546@N00	1.25	1	1	1	109m	1	1	1	113	6	7	0.857142857	113ft	5	1	5	13	1	28	0.035714286	173	1	1	1	1769	1	2	0.5	1788	1	3	0.333333333	"181,000"	1	1	1	1830	1	4	0.25	1841	1	4	0.25	1844	1	1	1	1849	1	4	0.25	1859	1	5	0.2	1860	1	7	0.142857143	1862	1	4	0.25	1865	12	4	3	1869	10	4	2.5	1888	1	2	0.5	1890	1	2	0.5	1895	1	4	0.25	1896	1	9	0.111111111	1906	1	5	0.2	1924	9	4	2.25	1988	1	4	0.25	1997	2	5	0.4	"2,500"	1	2	0.5	2002	3	5	0.6	2007	1	28	0.035714286	2011	1	23	0.043478261	262	1	2	0.5	28m	1	1	1	290	1	1	1	3000	1	1	1	35	1	6	0.166666667	358	1	1	1	37	1	5	0.2	4.5	1	1	1	53	1	1	1	80	1	17	0.058823529	92
80883651@N00	bret	3	1	3	bride	2	2	1	cabrillio	13	1	13	cabrillo	18	20	0.9	cabrillonationalmonument	2	8	0.25	cliff	2	14	0.142857143	colby	2	1	2	cousin	2	3	0.666666667	dsc_0167	1	1	1	family	2	17	0.117647059	groom	2	1	2	hartgrave	2	1	2	helen	2	1	2	img_1854	1	1	1	img_1857	1	1	1	img_1860	1	1	1	img_1861	1	1	1	img_1865	1	1	1	img_1867	1	1	1	img_1869	1	1	1	img_1873	1	1	1	img_1876	1	1	1	img_1884	1	1	1	img_1893	1	1	1	img_1897	1	1	1	img_1899	1	1	1	jia	6	1	6	jpg	1	10	0.1	juan	1	11	0.090909091	michael	2	6	0.333333333	mike	2	4	0.5	monument	1	63	0.015873016	monument'	1	1	1	namesake	1	1	1	national	1	47	0.021276596	nationalmonument	15	6	2.5	ocean	2	6	0.333333333	pointloma	15	6	2.5	posing	2	1	2	rodriguez	1	3	0.333333333	sandiego
8097809@N02	agra	45	20	2.25	agrafort	15	15	1	fort	15	33	0.454545455	india	15	19	0.789473684	mughalarchitecture	15	1	15	uttarpradesh	15	4	3.75																																																																																																																																									
8110030@N05	10	2	37	0.054054054	100	15	16	0.9375	1100	1	5	0.2	11000	2	1	2	11250	1	1	1	113	1	7	0.142857143	115	1	3	0.333333333	1160	1	2	0.5	12	2	27	0.074074074	1200	3	7	0.428571429	1320	1	1	1	135	1	2	0.5	14	1	28	0.035714286	15	1	23	0.043478261	1500	1	5	0.2	1640	2	1	2	18	1	23	0.043478261	1800	1	5	0.2	19	1	13	0.076923077	200	1	6	0.166666667	28	2	15	0.133333333	39	1	8	0.125	40d	30	1	30	55	1	2	0.5	65	1	5	0.2	amr	5	1	5	amrerika	15	1	15	architektur	1	13	0.076923077	building	2	73	0.02739726	canon	30	16	1.875	canoneos40d	15	1	15	casanfrancisco	15	1	15	center	18	40	0.45	ciiy	8	1	8	city	1	67	0.014925373	civic	18	16	1.125	denker	1	2	0.5	der	2	19	0.105263158	die	4	11	0.363636364	district	1	10	0.1	ein
81261669@N00	"27,2008"	1	1	1	april	1	12	0.083333333	aubert	2	1	2	breakfast	1	4	0.25	café	5	4	1.25	cafédelagrave	4	1	4	claude	1	3	0.333333333	de	6	134	0.044776119	dejeuner	1	1	1	demoiselle	1	1	1	dsc_0071	1	1	1	dsc_0072	1	1	1	dsc_0097	1	1	1	dsc_0101	1	1	1	dsc_0105	1	1	1	dsc_0106	1	1	1	dsc_0123	1	1	1	dsc_0126	1	1	1	dsc_0129	1	1	1	du	1	27	0.037037037	grave	6	5	1.2	havre	2	2	1	ilesdelamadeleine	10	3	3.333333333	island	2	17	0.117647059	jpg	9	10	0.9	la	8	73	0.109589041	lagrave	1	1	1	le	1	24	0.041666667	madeleine	2	18	0.111111111	magdalen	2	2	1	magdalenisland	15	2	7.5	maggy	1	1	1	morning	1	15	0.066666667	painchaud	1	1	1	petit	1	4	0.25	qc	1	2	0.5	spring	1	9	0.111111111	themaggy	5	1	5	top	1	53	0.018867925	view	1	117	0.008547009	île
81378932@N00	bok	14	18	0.777777778	boktower	15	5	3	chaletsuzanne	15	1	15	door	1	32	0.03125	entrance	1	47	0.021276596	garden	16	44	0.363636364	gate	1	38	0.026315789	lakewale	15	8	1.875	plant	1	5	0.2	slp	15	1	15	tower	14	103	0.13592233	trees	1	21	0.047619048																																																																																																																	
81394291@N00	10	1	37	0.027027027	11	1	27	0.037037037	12	1	27	0.037037037	14	1	28	0.035714286	15	1	23	0.043478261	16	1	21	0.047619048	2	1	66	0.015151515	3	1	59	0.016949153	4	1	43	0.023255814	5	1	41	0.024390244	6	1	34	0.029411765	8	1	23	0.043478261	9	1	20	0.05	angel	15	27	0.555555556	angelofthenorth	15	13	1.153846154	gateshead	15	14	1.071428571	north	15	64	0.234375																																																																																													
8160642@N02	2014.01.11.248	1	1	1	2014.01.11.366	1	1	1	2014.01.11.367	1	1	1	2014.01.11.369	1	1	1	2014.01.11.371	1	1	1	2014.01.11.372	1	1	1	2014.01.11.373	1	1	1	2014.01.11.374	1	1	1	2014.01.11.375	1	1	1	2014.01.11.376	1	1	1	2014.01.11.377	1	1	1	2014.01.11.378	1	1	1	2014.01.11.379	1	1	1	2014.01.11.380	1	1	1	2014.01.11.382	1	1	1	bd	4	2	2	church	15	39	0.384615385	de	25	134	0.186567164	eglisedelamadeleine	15	3	5	église	15	1	15	france	15	60	0.25	francia	15	3	5	haussmann	1	1	1	iglesia	15	3	5	iglesiadelamagdalena	15	1	15	la	25	73	0.342465753	lamadeleine	15	3	5	madeleine	25	18	1.388888889	malesherbe	3	1	3	neoclasico	15	1	15	pari	30	49	0.612244898	place	10	46	0.217391304	royale	1	6	0.166666667	rue	1	7	0.142857143	vision:car0527	1	1	1	vision:ocean0591	1	1	1	vision:outdoor0962	1	1	1	vision:outdoor0969	1	2	0.5	vision:outdoor0972	1	3	0.333333333	vision:outdoor0978	1	3	0.333333333	vision:outdoor0981
82032880@N00	1145	14	3	4.666666667	1194	15	4	3.75	13	15	28	0.535714286	1877	15	3	5	1904	15	4	3.75	1906	15	5	3	30	15	20	0.75	4	15	43	0.348837209	407	10	3	3.333333333	421	10	2	5	421bce	10	1	10	43	15	6	2.5	432	4	3	1.333333333	447	9	4	2.25	9	15	20	0.75	a2fp	1	1	1	acanthus	4	1	4	acropoli	40	21	1.904761905	aisle	3	5	0.6	altar	31	19	1.631578947	ancient	20	37	0.540540541	ancientgreece	10	3	3.333333333	anne	1	2	0.5	antoni	30	5	6	antonigaudí	15	3	5	ara	30	14	2.142857143	arapaci	15	14	1.071428571	architecture	20	70	0.285714286	artnouveau	15	3	5	athen	39	22	1.772727273	athena	5	6	0.833333333	atrium	2	3	0.666666667	attic	2	6	0.333333333	augure	1	1	1	augustae	30	5	6	augustan	15	2	7.5	augustus	30	9	3.333333333	b.c.e	44	1	44	barcelona	30	20	1.5	base	3	20	0.15	batlló
82381247@N00	aire	15	12	1.25	al	1	12	0.083333333	aproximacion	1	1	1	argentina	16	19	0.842105263	argentinean	15	1	15	baire	15	1	15	beatle	16	2	8	betalet	1	1	1	bueno	15	13	1.153846154	buenosaire	15	16	0.9375	casa	1	47	0.021276596	casarosada	15	18	0.833333333	catedral	1	5	0.2	centro	16	4	4	city	15	67	0.223880597	ciudad	16	5	3.2	coincidencia	1	1	1	de	5	134	0.037313433	dentro	1	2	0.5	downtown	15	21	0.714285714	federal	1	8	0.125	feria	1	2	0.5	feriasantelmo	15	1	15	florali	15	1	15	gente	3	3	1	la	2	73	0.02739726	latinoamerica	15	1	15	museo	1	10	0.1	obelisco	1	1	1	policia	1	1	1	porteño	15	2	7.5	primera	1	2	0.5	puentemujer	15	1	15	puertomadero	15	2	7.5	rollei	1	1	1	rosada	1	20	0.05	santelmo	15	2	7.5	sn	4	1	4	sonrisa	1	1	1	southamerica	15	10	1.5	souvenir
